,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
5827,185518                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,[SS.304]                      ,B,2,182254                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,P
5828,185518                   ,CARRIAGE BOLT                 ,M8-1.25 X 25MM                ,[SS.304]                      ,B,3,153210                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P
5833,185519                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,[SS.304]                      ,B,2,185520                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,B
5834,185519                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,[SS.304]                      ,B,3,185498                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,B
5840,185520                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,B,3,185498                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,B
5841,185520                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,B,4,185519                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,[SS.304]                      ,B
5845,185521                   ,HEX.HD.CAP SCREW              ,"#10-24UNC X 1.000""            ",[SS.304]                      ,B,2,24101191                 ,HEX.HD.CAP SCREW              ,M5-0.80 X 25MM                ,ZINC PLATED [CL8.8]           ,P
5847,185521                   ,HEX.HD.CAP SCREW              ,"#10-24UNC X 1.000""            ",[SS.304]                      ,B,4,24104783                 ,HEX.HD.CAP SCREW              ,M5-0.80 X 25MM                ,[SS.304]                      ,P
5851,185522                   ,HEX.HD.CAP SCREW              ,"#10-24UNC X 1.500""            ",[SS.304]                      ,B,2,134296                   ,HEX.HD.CAP SCREW              ,M5-0.80 X 35MM                ,ZINC PLATED [CL8.8]           ,P
5853,185522                   ,HEX.HD.CAP SCREW              ,"#10-24UNC X 1.500""            ",[SS.304]                      ,B,4,185589                   ,HEX.HD.CAP SCREW              ,M5-0.80 X 35MM                ,[SS.304]                      ,B
5857,185523                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.750""            ",[SS.304]                      ,B,2,24104683                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 70MM               ,ZINC PLATED [CL8.8]           ,P
5859,185523                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.750""            ",[SS.304]                      ,B,4,24104764                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 70MM               ,[SS.304]                      ,P
5861,185523                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 2.750""            ",[SS.304]                      ,B,6,182650                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 70MM               ,[SS.316]                      ,P
5863,185524                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 3.750""            ",[SS.304]                      ,B,2,185562                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 95MM               ,ZINC PLATED [CL8.8]           ,B
5869,185525                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 3.250""            ",[SS.304]                      ,B,2,24104501                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 80MM                ,ZINC PLATED [CL8.8]           ,P
5871,185525                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 3.250""            ",[SS.304]                      ,B,4,118059                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 80MM                ,[SS.304]                      ,P
5875,185526                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 3.500""            ",[SS.304]                      ,B,2,24104500                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 90MM                ,ZINC PLATED [CL8.8]           ,P
5877,185526                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 3.500""            ",[SS.304]                      ,B,4,185597                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 90MM                ,[SS.304]                      ,B
5887,185528                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.000""            ",[SS.304]                      ,B,2,185581                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
5889,185528                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.000""            ",[SS.304]                      ,B,4,185580                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 25MM               ,[SS.304]                      ,B
5893,185529                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.304]                      ,B,2,200082                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 45MM               ,ZINC PLATED [CL8.8]           ,P
5895,185529                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.304]                      ,B,4,185584                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 45MM               ,[SS.304]                      ,B
5896,185529                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.304]                      ,B,5,159065                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 1.750""            ",[SS.316]                      ,P
5899,185530                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 3.000""            ",[SS.304]                      ,B,2,24104521                 ,HEX.HD.CAP SCREW              ,M20-2.50 X 75MM               ,ZINC PLATED [CL8.8]           ,B
5901,185530                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 3.000""            ",[SS.304]                      ,B,4,185588                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 75MM               ,[SS.304]                      ,B
5905,185531                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 4.500""            ",[SS.304]                      ,B,2,300542                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 120MM              ,ZINC PLATED [CL8.8]           ,B
5907,185531                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 4.500""            ",[SS.304]                      ,B,4,186339                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 120MM              ,[SS.304]                      ,B
5911,185532                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 6.000""            ",[SS.304]                      ,B,2,185577                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 150MM              ,ZINC PLATED [CL8.8]           ,B
5913,185532                   ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 6.000""            ",[SS.304]                      ,B,4,185576                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 150MM              ,[SS.304]                      ,B
5923,185534                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.625""            ",[SS.304]                      ,B,2,107730                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 16MM               ,ZINC PLATED [CL8.8]           ,B
5925,185534                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 0.625""            ",[SS.304]                      ,B,4,185548                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 16MM               ,[SS.304]                      ,B
5933,185073                   ,CARRIAGE BOLT                 ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,2,126871                   ,CARRIAGE BOLT                 ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,P
5935,185073                   ,CARRIAGE BOLT                 ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,4,185512                   ,CARRIAGE BOLT                 ,M12-1.75 X 50MM               ,[SS.304]                      ,B
5937,185073                   ,CARRIAGE BOLT                 ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,P,6,183643                   ,CARRIAGE BOLT                 ,M12-1.75 X 50MM               ,[SS.316]                      ,P
5939,185074                   ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.625""            ",[SS.304]                      ,B,2,108718                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 16MM                ,ZINC PLATED [CL8.8]           ,B
5941,185074                   ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.625""            ",[SS.304]                      ,B,4,24104826                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 16MM                ,[SS.304]                      ,P
5957,185210                   ,HEX.NUT                       ,1/2-20UNF                     ,[SS.304]                      ,B,2,24101240                 ,HEX.NUT                       ,M12-1.25                      ,ZINC PLATED [CL8.8]           ,P
5959,185210                   ,HEX.NUT                       ,1/2-20UNF                     ,[SS.304]                      ,B,4,185651                   ,HEX.NUT                       ,M12-1.25                      ,[SS.304]                      ,B
5969,185217                   ,HEX.JAM NUT                   ,1/2-13UNC                     ,[SS.316]                      ,P,2,24104700                 ,HEX.JAM NUT                   ,M12-1.75                      ,ZINC PLATED [CL8.8]           ,P
5970,185217                   ,HEX.JAM NUT                   ,1/2-13UNC                     ,[SS.316]                      ,P,3,117651                   ,HEX.JAM NUT                   ,1/2-13UNC                     ,[SS.304]                      ,P
5971,185217                   ,HEX.JAM NUT                   ,1/2-13UNC                     ,[SS.316]                      ,P,4,118476                   ,HEX.JAM NUT                   ,M12-1.75                      ,[SS.304]                      ,P
5975,185219                   ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.316]                      ,B,2,24104548                 ,WASHER;SPRING LOCK            ,M10                           ,ZINC PLATED                   ,P
5976,185219                   ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.316]                      ,B,3,24102610                 ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.304]                      ,B
5977,185219                   ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.316]                      ,B,4,24104849                 ,WASHER;SPRING LOCK            ,M10                           ,[SS.304]                      ,B
5979,185219                   ,WASHER;SPRING LOCK            ,"0.375""                        ",[SS.316]                      ,B,6,182734                   ,WASHER;SPRING LOCK            ,M10                           ,[SS.316]                      ,P
5993,185222                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.316]                      ,P,2,24100791                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
5994,185222                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.316]                      ,P,3,24103209                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P
5995,185222                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.316]                      ,P,4,24104869                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.304]                      ,P
5997,185222                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.316]                      ,P,6,182633                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.316]                      ,P
5999,185223                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.316]                      ,P,2,24102479                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,ZINC PLATED [CL8.8]           ,P
6000,185223                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.316]                      ,P,3,24107431                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.304]                      ,P
6001,185223                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.316]                      ,P,4,118415                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,[SS.304]                      ,P
6003,185223                   ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.316]                      ,P,6,182644                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,[SS.316]                      ,P
6005,185224                   ,WASHER;SPRING LOCK            ,"0.250""                        ",[SS.316]                      ,B,2,24101223                 ,WASHER;SPRING LOCK            ,M6                            ,ZINC PLATED                   ,P
6006,185224                   ,WASHER;SPRING LOCK            ,"0.250""                        ",[SS.316]                      ,B,3,24102505                 ,WASHER;SPRING LOCK            ,"0.250""                        ",[SS.304]                      ,B
6007,185224                   ,WASHER;SPRING LOCK            ,"0.250""                        ",[SS.316]                      ,B,4,24104847                 ,WASHER;SPRING LOCK            ,M6                            ,[SS.304]                      ,B
6009,185224                   ,WASHER;SPRING LOCK            ,"0.250""                        ",[SS.316]                      ,B,6,182739                   ,WASHER;SPRING LOCK            ,M6                            ,[SS.316]                      ,P
6011,185225                   ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.316]                      ,B,2,24104352                 ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 12MM                ,ZINC PLATED [CL8.8]           ,P
6012,185225                   ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.316]                      ,B,3,24102144                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.304]                      ,P
6013,185225                   ,HEX.SOC.SET SCREW CUP POINT   ,"1/4-20UNC X 0.500""            ",[SS.316]                      ,B,4,185797                   ,HEX.SOC.SET SCREW CUP POINT   ,M6-1.00 X 12MM                ,[SS.304]                      ,B
6017,185226                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",[SS.316]                      ,B,2,24101463                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B
6018,185226                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",[SS.316]                      ,B,3,24101622                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,P
6019,185226                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",[SS.316]                      ,B,4,24104791                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,[SS.304]                      ,P
6021,185226                   ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 0.750""            ",[SS.316]                      ,B,6,182704                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 20MM                ,[SS.316]                      ,P
6023,185232                   ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.316]                      ,B,2,24103107                 ,WASHER;SPRING LOCK            ,M12                           ,ZINC PLATED                   ,P
6024,185232                   ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.316]                      ,B,3,24102647                 ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.304]                      ,B
6025,185232                   ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.316]                      ,B,4,24104846                 ,WASHER;SPRING LOCK            ,M12                           ,[SS.304]                      ,B
6027,185232                   ,WASHER;SPRING LOCK            ,"0.500""                        ",[SS.316]                      ,B,6,182735                   ,WASHER;SPRING LOCK            ,M12                           ,[SS.316]                      ,P
6029,185246                   ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 2.250""             ",[SS.304]                      ,B,2,185891                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 60MM                ,ZINC PLATED [CL8.8]           ,B
6041,185311                   ,HEX.JAM NUT                   ,M12-1.25                      ,[SS.316]                      ,P,2,300293                   ,HEX.JAM NUT                   ,M12-1.25                      ,ZINC PLATED [CL8.8]           ,P
6042,185311                   ,HEX.JAM NUT                   ,M12-1.25                      ,[SS.316]                      ,P,3,117615                   ,HEX.JAM NUT                   ,1/2-20UNF                     ,[SS.304]                      ,P
6043,185311                   ,HEX.JAM NUT                   ,M12-1.25                      ,[SS.316]                      ,P,4,185639                   ,HEX.JAM NUT                   ,M12-1.25                      ,[SS.304]                      ,B
6048,185481                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,B,3,185611                   ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 2.000""            ",[SS.304]                      ,B
6049,185481                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,B,4,185621                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 50MM               ,[SS.304]                      ,B
6053,185495                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,B,2,185514                   ,CARRIAGE BOLT                 ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B
6055,185495                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,B,4,185513                   ,CARRIAGE BOLT                 ,M6-1.00 X 20MM                ,[SS.304]                      ,B
6059,185496                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,B,2,185517                   ,CARRIAGE BOLT                 ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,B
6061,185496                   ,CARRIAGE BOLT                 ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,B,4,185516                   ,CARRIAGE BOLT                 ,M6-1.00 X 35MM                ,[SS.304]                      ,B
6065,185497                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.750""            ",[SS.304]                      ,B,2,185505                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B
6067,185497                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.750""            ",[SS.304]                      ,B,4,185504                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,[SS.304]                      ,B
6071,185498                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,B,2,185520                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,B
6073,185498                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,B,4,185519                   ,CARRIAGE BOLT                 ,M8-1.25 X 35MM                ,[SS.304]                      ,B
6077,185499                   ,CARRIAGE BOLT                 ,M10-1.50 X 25MM               ,[SS.304]                      ,B,2,185500                   ,CARRIAGE BOLT                 ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
6085,185500                   ,CARRIAGE BOLT                 ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B,4,185499                   ,CARRIAGE BOLT                 ,M10-1.50 X 25MM               ,[SS.304]                      ,B
6089,185501                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,[SS.304]                      ,B,2,185502                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,B
6097,185502                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,ZINC PLATED [CL8.8]           ,B,4,185501                   ,CARRIAGE BOLT                 ,M10-1.50 X 30MM               ,[SS.304]                      ,B
6101,185503                   ,CARRIAGE BOLT                 ,M10-1.50 X 35MM               ,[SS.304]                      ,B,2,121128                   ,CARRIAGE BOLT                 ,M10-1.50 X 35MM               ,ZINC PLATED [CL8.8]           ,P
6107,185504                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,[SS.304]                      ,B,2,185505                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B
6115,185505                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,B,4,185504                   ,CARRIAGE BOLT                 ,M10-1.50 X 45MM               ,[SS.304]                      ,B
6119,185506                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,[SS.304]                      ,B,2,185507                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B
6127,185507                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B,4,185506                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,[SS.304]                      ,B
6131,185508                   ,CARRIAGE BOLT                 ,M10-1.50 X 75MM               ,[SS.304]                      ,B,2,185509                   ,CARRIAGE BOLT                 ,M10-1.50 X 75MM               ,ZINC PLATED [CL8.8]           ,B
6142,24101468                 ,HEX.SOC.FH.CAP SCREW          ,M3-0.50 X 20MM                ,ZINC PLATED [CL8.8]           ,P,6,217957                   ,HEX.SOC.FH.CAP SCREW          ,M3-0.50 X 20MM                ,[SS.316] A4-70                ,P
6145,24101469                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,ZINC PLATED [CL8.8]           ,P,3,24102179                 ,HEX.SOC.FH.CAP SCREW          ,"#8-32UNC X 0.500""             ",[SS.304]                      ,P
6146,24101469                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,ZINC PLATED [CL8.8]           ,P,4,185755                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 12MM                ,[SS.304]                      ,B
6152,24101471                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 30MM                ,ZINC PLATED [CL8.8]           ,P,4,221355                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 30MM                ,[SS.304]                      ,B
6157,24101472                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,P,3,117985                   ,HEX.SOC.FH.CAP SCREW          ,"1/4-20UNC X 1.250""            ",[SS.304]                      ,P
6160,24101472                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,P,6,182711                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 30MM                ,[SS.316]                      ,P
6164,24101473                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 50MM                ,ZINC PLATED [CL8.8]           ,P,4,219554                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 50MM                ,[SS.304]                      ,B
6166,24101473                 ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 50MM                ,ZINC PLATED [CL8.8]           ,P,6,182713                   ,HEX.SOC.FH.CAP SCREW          ,M6-1.00 X 50MM                ,[SS.316]                      ,P
6168,24101474                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 6.000""            ",ZINC PLATED [GR.5]            ,P,2,185547                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 150MM              ,ZINC PLATED [CL8.8]           ,B
6169,24101474                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 6.000""            ",ZINC PLATED [GR.5]            ,P,3,119176                   ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 6.000""            ",[SS.304]                      ,P
6170,24101474                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 6.000""            ",ZINC PLATED [GR.5]            ,P,4,185546                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 150MM              ,[SS.304]                      ,B
6175,24101475                 ,HEX.NUT                       ,M3-0.50                       ,ZINC PLATED [CL8.8]           ,P,3,185646                   ,HEX.NUT                       ,#4-40UNC                      ,[SS.304]                      ,B
6176,24101475                 ,HEX.NUT                       ,M3-0.50                       ,ZINC PLATED [CL8.8]           ,P,4,185654                   ,HEX.NUT                       ,M3-0.50                       ,[SS.304]                      ,B
6183,24101484                 ,HEX.NUT                       ,M30-3.50                      ,ZINC PLATED [CL8.8]           ,P,5,218914                   ,HEX.NUT                       ,"3/4""-10                       ",ACORN [SS.316]                ,B
6202,254213                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.250""           ",ZINC PLATED [GR.5]            ,B,2,24104327                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 80MM                ,ZINC PLATED [CL8.8]           ,P
6204,254213                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.250""           ",ZINC PLATED [GR.5]            ,B,4,24104777                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 80MM                ,[SS.304]                      ,P
6238,254228                   ,HEX.SOC.SET SCREW CUP POINT   ,"5/16-18UNC X 0.750""           ",ZINC PLATED [A574]            ,B,2,113873                   ,HEX.SOC.SET SCREW CUP POINT   ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,P
6239,24100135                 ,HEX.NUT                       ,1/2-13UNC                     ,ZINC PLATED [GR.5]            ,B,4,24104841                 ,HEX.NUT                       ,M12-1.75                      ,[SS.304]                      ,P
6240,24100135                 ,HEX.NUT                       ,1/2-13UNC                     ,ZINC PLATED [GR.5]            ,B,5,121028                   ,HEX.NUT                       ,1/2-13UNC                     ,[SS.316]                      ,P
6241,24100135                 ,HEX.NUT                       ,1/2-13UNC                     ,ZINC PLATED [GR.5]            ,B,6,182682                   ,HEX.NUT                       ,M12-1.75                      ,[SS.316]                      ,P
6243,24100136                 ,HEX.NUT                       ,5/8-11UNC                     ,ZINC PLATED [GR.5]            ,P,2,24102182                 ,HEX.NUT                       ,M16-2.00                      ,ZINC PLATED [CL8.8]           ,P
6244,24100136                 ,HEX.NUT                       ,5/8-11UNC                     ,ZINC PLATED [GR.5]            ,P,3,24102191                 ,HEX.NUT                       ,5/8-11UNC                     ,[SS.304]                      ,P
6245,24100136                 ,HEX.NUT                       ,5/8-11UNC                     ,ZINC PLATED [GR.5]            ,P,4,24104929                 ,HEX.NUT                       ,M16-2.00                      ,[SS.304]                      ,P
6249,24100137                 ,HEX.NUT                       ,3/4-10UNC                     ,ZINC PLATED [GR.5]            ,B,2,24101967                 ,HEX.NUT                       ,M20-2.50                      ,ZINC PLATED [CL8.8]           ,P
6250,24100137                 ,HEX.NUT                       ,3/4-10UNC                     ,ZINC PLATED [GR.5]            ,B,3,24102187                 ,HEX.NUT                       ,3/4-10UNC                     ,[SS.304]                      ,P
6251,24100137                 ,HEX.NUT                       ,3/4-10UNC                     ,ZINC PLATED [GR.5]            ,B,4,24104885                 ,HEX.NUT                       ,M20-2.50                      ,[SS.304]                      ,P
6253,24100137                 ,HEX.NUT                       ,3/4-10UNC                     ,ZINC PLATED [GR.5]            ,B,6,182683                   ,HEX.NUT                       ,M20-2.50                      ,[SS.316]                      ,P
6261,24100143                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",ZINC PLATED [A574]            ,B,2,24104346                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 12MM                ,ZINC PLATED [CL8.8]           ,P
6262,24100143                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",ZINC PLATED [A574]            ,B,3,24102201                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",[SS.304]                      ,P
6263,24100143                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",ZINC PLATED [A574]            ,B,4,185715                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 12MM                ,[SS.304]                      ,B
6268,24100144                 ,CARRIAGE BOLT                 ,"5/16-18UNC X 2.000""           ",ZINC PLATED [GR.5]            ,P,3,171470                   ,CARRIAGE BOLT                 ,"5/16-18UNC X 2.000""           ",[SS.304]                      ,B
6273,24100145                 ,HEX.NUT                       ,1-8UNC                        ,ZINC PLATED [GR.5]            ,B,2,24104414                 ,HEX.NUT                       ,M24-3.00                      ,ZINC PLATED [CL8.8]           ,B
6274,24100145                 ,HEX.NUT                       ,1-8UNC                        ,ZINC PLATED [GR.5]            ,B,3,24103821                 ,HEX.NUT                       ,1-8UNC                        ,[SS.304]                      ,P
6275,24100145                 ,HEX.NUT                       ,1-8UNC                        ,ZINC PLATED [GR.5]            ,B,4,24104839                 ,HEX.NUT                       ,M24-3.00                      ,[SS.304]                      ,P
6285,24100147                 ,THREADED ROD                  ,1-8UNC                        ,ZINC PLATED [GR.5]            ,P,2,24104405                 ,THREADED ROD                  ,M24-3.00                      ,ZINC PLATED [CL8.8]           ,P
6286,24100147                 ,THREADED ROD                  ,1-8UNC                        ,ZINC PLATED [GR.5]            ,P,3,24102581                 ,THREADED ROD                  ,1-8UNC                        ,[SS.304]                      ,P
