,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
7449,24100009                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.500""           ",ZINC PLATED [GR.5]            ,B,6,182671                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 35MM                ,[SS.316]                      ,P
7451,24100010                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.000""           ",ZINC PLATED [GR.5]            ,B,2,24101203                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 50MM                ,ZINC PLATED [CL8.8]           ,P
7452,24100010                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.000""           ",ZINC PLATED [GR.5]            ,B,3,117622                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.000""           ",[SS.304]                      ,P
7453,24100010                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.000""           ",ZINC PLATED [GR.5]            ,B,4,118296                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 50MM                ,[SS.304]                      ,P
7455,24100010                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.000""           ",ZINC PLATED [GR.5]            ,B,6,182674                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 50MM                ,[SS.316]                      ,P
7457,24100011                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.500""           ",ZINC PLATED [GR.5]            ,B,2,24101204                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,ZINC PLATED [CL8.8]           ,P
7458,24100011                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.500""           ",ZINC PLATED [GR.5]            ,B,3,185536                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.500""           ",[SS.304]                      ,B
7459,24100011                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 2.500""           ",ZINC PLATED [GR.5]            ,B,4,117587                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 60MM                ,[SS.304]                      ,P
7463,24100012                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.000""           ",ZINC PLATED [GR.5]            ,B,2,185609                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 75MM                ,ZINC PLATED [CL8.8]           ,B
7464,24100012                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.000""           ",ZINC PLATED [GR.5]            ,B,3,24102220                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.000""           ",[SS.304]                      ,P
7469,24100013                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",ZINC PLATED [GR.5]            ,P,2,24104716                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 90MM                ,ZINC PLATED [CL8.8]           ,P
7474,24100375                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,2,121128                   ,CARRIAGE BOLT                 ,M10-1.50 X 35MM               ,ZINC PLATED [CL8.8]           ,P
7475,24100375                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,3,143542                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.500""            ",[SS.304]                      ,P
7476,24100375                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 1.500""            ",ZINC PLATED [GR.5]            ,P,4,185503                   ,CARRIAGE BOLT                 ,M10-1.50 X 35MM               ,[SS.304]                      ,B
7480,24100376                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 2.500""            ",ZINC PLATED [GR.5]            ,P,2,185507                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,ZINC PLATED [CL8.8]           ,B
7481,24100376                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 2.500""            ",ZINC PLATED [GR.5]            ,P,3,185027                   ,CARRIAGE BOLT                 ,"3/8-16UNC X 2.500""            ",[SS.304]                      ,B
7482,24100376                 ,CARRIAGE BOLT                 ,"3/8-16UNC X 2.500""            ",ZINC PLATED [GR.5]            ,P,4,185506                   ,CARRIAGE BOLT                 ,M10-1.50 X 60MM               ,[SS.304]                      ,B
7487,24100378                 ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 5.000""            ",ZINC PLATED [GR.5]            ,B,3,117665                   ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 5.000""            ",[SS.304]                      ,B
7488,24100378                 ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 5.000""            ",ZINC PLATED [GR.5]            ,B,4,185566                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 125MM              ,[SS.304]                      ,B
7498,24100380                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.000""            ",ZINC PLATED [GR.5]            ,B,2,24104507                 ,HEX.HD.CAP SCREW              ,M10-1.25 X 25MM               ,ZINC PLATED [CL8.8]           ,P
7504,24100384                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.500""            ",ZINC PLATED [GR.5]            ,P,2,24104508                 ,HEX.HD.CAP SCREW              ,M10-1.25 X 35MM               ,ZINC PLATED [CL8.8]           ,P
7510,24100385                 ,HEX.NUT                       ,3/8-24UNF                     ,ZINC PLATED [GR.5]            ,B,2,24101239                 ,HEX.NUT                       ,M10-1.25                      ,ZINC PLATED [CL8.8]           ,P
7512,24100385                 ,HEX.NUT                       ,3/8-24UNF                     ,ZINC PLATED [GR.5]            ,B,4,183754                   ,HEX.NUT                       ,M10-1.25                      ,[SS.304]                      ,P
7513,24100385                 ,HEX.NUT                       ,3/8-24UNF                     ,ZINC PLATED [GR.5]            ,B,5,216452                   ,HEX.NUT                       ,3/8-24UNF                     ,[SS.316]                      ,B
7522,24101194                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B,3,24101939                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 0.750""            ",[SS.304]                      ,P
7523,24101194                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B,4,24103215                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 20MM                ,[SS.304]                      ,P
7525,24101194                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 20MM                ,ZINC PLATED [CL8.8]           ,B,6,182661                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 20MM                ,[SS.316]                      ,P
7528,24101195                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B,3,24102605                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.304]                      ,P
7529,24101195                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B,4,24104927                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.304]                      ,P
7530,24101195                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B,5,147289                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.000""            ",[SS.316]                      ,P
7531,24101195                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,ZINC PLATED [CL8.8]           ,B,6,182662                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 25MM                ,[SS.316]                      ,P
7534,24101196                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B,3,24103998                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.250""            ",[SS.304]                      ,B
7535,24101196                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B,4,24104923                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,[SS.304]                      ,P
7537,24101196                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B,6,182663                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 30MM                ,[SS.316]                      ,P
7540,24101197                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,P,3,117623                   ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 1.500""            ",[SS.304]                      ,P
7541,24101197                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,P,4,24104892                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,[SS.304]                      ,P
7543,24101197                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,ZINC PLATED [CL8.8]           ,P,6,182664                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 35MM                ,[SS.316]                      ,P
7547,24101198                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 16MM                ,ZINC PLATED [CL8.8]           ,P,4,24104778                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 16MM                ,[SS.304]                      ,P
7552,24101199                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B,3,24102726                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 0.750""           ",[SS.304]                      ,P
7553,24101199                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B,4,24104785                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,[SS.304]                      ,P
7555,24101199                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B,6,182669                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 20MM                ,[SS.316]                      ,P
7558,24101200                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,B,3,24103200                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P
7559,24101200                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,B,4,24104773                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,[SS.304]                      ,P
7561,24101200                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,B,6,182670                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,[SS.316]                      ,P
7564,24101201                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,ZINC PLATED [CL8.8]           ,B,3,24102219                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.250""           ",[SS.304]                      ,P
7565,24101201                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,ZINC PLATED [CL8.8]           ,B,4,185604                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,[SS.304]                      ,B
7571,24101202                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 40MM                ,ZINC PLATED [CL8.8]           ,B,4,24104926                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 40MM                ,[SS.304]                      ,P
7575,24101745                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 4.000""            ",ZINC PLATED [GR.5]            ,P,2,24104499                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 100MM               ,ZINC PLATED [CL8.8]           ,P
7576,24101745                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 4.000""            ",ZINC PLATED [GR.5]            ,P,3,24103676                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 4.000""            ",[SS.304]                      ,P
7577,24101745                 ,HEX.HD.CAP SCREW              ,"1/4-20UNC X 4.000""            ",ZINC PLATED [GR.5]            ,P,4,185590                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 100MM               ,[SS.304]                      ,B
7583,24101753                 ,HEX.HD.CAP SCREW              ,M16-2.00 X 120MM              ,ZINC PLATED [CL8.8]           ,P,4,118590                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 120MM              ,[SS.304]                      ,P
7585,24101753                 ,HEX.HD.CAP SCREW              ,M16-2.00 X 120MM              ,ZINC PLATED [CL8.8]           ,P,6,182652                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 120MM              ,[SS.316]                      ,P
7588,24101754                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 10MM                ,ZINC PLATED [CL8.8]           ,P,3,54030002                 ,HEX.SOC.FH.CAP SCREW          ,"#10-32UNF X 0.375""            ",[SS.304]                      ,B
7599,24101765                 ,SCREW RD.HD.SQ.SOC.DRIVE      ,"#8-32UNC X 0.250""             ",ZINC PLATED                   ,P,2,185811                   ,SCREW RD.HD.SQ.SOC.DRIVE      ,M4-0.70 X 6MM                 ,ZINC PLATED                   ,B
7600,24101765                 ,SCREW RD.HD.SQ.SOC.DRIVE      ,"#8-32UNC X 0.250""             ",ZINC PLATED                   ,P,3,185803                   ,SCREW RD.HD.SQ.SOC.DRIVE      ,"#8-32UNC X 0.250""             ",[SS.304]                      ,B
7601,24101765                 ,SCREW RD.HD.SQ.SOC.DRIVE      ,"#8-32UNC X 0.250""             ",ZINC PLATED                   ,P,4,185810                   ,SCREW RD.HD.SQ.SOC.DRIVE      ,M4-0.70 X 6MM                 ,[SS.304]                      ,B
7607,24101768                 ,HEX.HD.CAP SCREW              ,M6-1.00 X 10MM                ,ZINC PLATED [CL8.8]           ,P,4,185591                   ,HEX.HD.CAP SCREW              ,M6-1.00 X 10MM                ,[SS.304]                      ,B
7612,24101779                 ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 60MM               ,ZINC PLATED [CL8.8]           ,P,3,24101260                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 2.500""            ",[SS.304]                      ,P
7613,24101779                 ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 60MM               ,ZINC PLATED [CL8.8]           ,P,4,185752                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 60MM               ,[SS.304]                      ,B
7617,24101792                 ,SQ.HD.SET SCREW CUP POINT     ,"1/4-20UNC X 0.500""            ",ZINC PLATED                   ,P,2,158770                   ,SQ.HD.SET SCREW CUP POINT     ,M6-1.00 X 12MM                ,ZINC PLATED                   ,P
7623,24101799                 ,HEX.SOC.SET SCREW CUP POINT   ,"#10-32UNF X 0.250""            ",ZINC PLATED [A574]            ,P,2,24104556                 ,HEX.SOC.SET SCREW CUP POINT   ,M5-0.80 X 6MM                 ,ZINC PLATED [CL8.8]           ,P
7624,24100013                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",ZINC PLATED [GR.5]            ,P,3,117664                   ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",[SS.304]                      ,P
7625,24100013                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.500""           ",ZINC PLATED [GR.5]            ,P,4,24104775                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 90MM                ,[SS.304]                      ,P
7629,24100014                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",ZINC PLATED [GR.5]            ,B,2,24100791                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
7630,24100014                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",ZINC PLATED [GR.5]            ,B,3,24103209                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P
