,ITEMNO,DESC1,DESC2,SEARCHTEXT,STOCKINGTYPE,TYPECONVERSION,ITEMCONVERTI,DESC1_1,DESC2_1,SEARCHTEXT_1,STOCKINGTYPE_1
12607,216452                   ,HEX.NUT                       ,3/8-24UNF                     ,[SS.316]                      ,B,2,24101239                 ,HEX.NUT                       ,M10-1.25                      ,ZINC PLATED [CL8.8]           ,P
12609,216452                   ,HEX.NUT                       ,3/8-24UNF                     ,[SS.316]                      ,B,4,183754                   ,HEX.NUT                       ,M10-1.25                      ,[SS.304]                      ,P
12625,216651                   ,HEX.SOC.CAP SCREW             ,"#10-24UNC X 2.750""            ",ZINC PLATED [A574]            ,P,2,300282                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 70MM                ,ZINC PLATED [CL8.8]           ,P
12644,24105154                 ,HEX.SOC.CAP SCREW             ,"#10-32UNF X 3.500""            ",ZINC PLATED [A574]            ,P,2,120890                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 90MM                ,ZINC PLATED [CL8.8]           ,P
12646,24105154                 ,HEX.SOC.CAP SCREW             ,"#10-32UNF X 3.500""            ",ZINC PLATED [A574]            ,P,4,120888                   ,HEX.SOC.CAP SCREW             ,M5-0.80 X 90MM                ,[SS.304]                      ,P
12656,24105205                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",ZINC PLATED [A574]            ,B,2,108469                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,ZINC PLATED [CL8.8]           ,B
12658,24105205                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",ZINC PLATED [A574]            ,B,4,185747                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,[SS.304]                      ,B
12660,24105205                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 3.500""            ",ZINC PLATED [A574]            ,B,6,182709                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 90MM               ,[SS.316]                      ,P
12692,24105252                 ,HEX.NUT-LEFT THD.             ,1/2-13UNC                     ,ZINC PLATED [GR.5]            ,P,2,222933                   ,HEX.NUT-LEFT THD.             ,M12-1.75                      ,ZINC PLATED [CL8.8]           ,B
12694,24105252                 ,HEX.NUT-LEFT THD.             ,1/2-13UNC                     ,ZINC PLATED [GR.5]            ,P,4,215200                   ,HEX.NUT-LEFT THD.             ,M12-1.75                      ,[SS.304]                      ,B
12740,24105879                 ,HEX.JAM NUT                   ,5/16-18UNC                    ,ZINC PLATED [GR.5]            ,P,2,24104526                 ,HEX.JAM NUT                   ,M8-1.25                       ,ZINC PLATED [CL8.8]           ,P
12742,24105879                 ,HEX.JAM NUT                   ,5/16-18UNC                    ,ZINC PLATED [GR.5]            ,P,4,172606                   ,HEX.JAM NUT                   ,M8-1.25                       ,[SS.304]                      ,P
12746,24105887                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.250""            ",[SS.304]                      ,P,2,24101465                 ,HEX.SOC.CAP SCREW             ,M6-1.00 X 30MM                ,ZINC PLATED [CL8.8]           ,B
12748,24105887                 ,HEX.SOC.CAP SCREW             ,"1/4-20UNC X 1.250""            ",[SS.304]                      ,P,4,120889                   ,HEX.SOC.CAP SCREW             ,M6-1.00 X 30MM                ,[SS.304]                      ,P
12782,24105905                 ,HEX.SOC.CAP SCREW             ,"5/8-11UNC X 1.000""            ",ZINC PLATED [A574]            ,P,2,113047                   ,HEX.SOC.CAP SCREW             ,M16-2.00 X 25MM               ,ZINC PLATED [CL8.8]           ,P
12794,24105962                 ,HEX.HD.CAP SCREW              ,"1-8UNC X 3.250""               ",ZINC PLATED [GR.5]            ,P,2,300520                   ,HEX.HD.CAP SCREW              ,M24-3.00 X 80MM               ,ZINC PLATED [CL8.8]           ,P
12800,24105971                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 2.000""            ",ZINC PLATED [A574]            ,P,2,185751                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,B
12802,24105971                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 2.000""            ",ZINC PLATED [A574]            ,P,4,185750                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 50MM               ,[SS.304]                      ,B
12806,24105979                 ,HEX.HD.CAP SCREW-FULL THD.    ,"3/8-16UNC X 2.000""            ",ZINC PLATED [GR.5]            ,P,2,185616                   ,HEX.HD.CAP SCREW-FULL THD.    ,M10-1.50 X 50MM               ,ZINC PLATED [CL8.8]           ,B
12808,24105979                 ,HEX.HD.CAP SCREW-FULL THD.    ,"3/8-16UNC X 2.000""            ",ZINC PLATED [GR.5]            ,P,4,185615                   ,HEX.HD.CAP SCREW-FULL THD.    ,M10-1.50 X 50MM               ,[SS.304]                      ,B
12810,24105979                 ,HEX.HD.CAP SCREW-FULL THD.    ,"3/8-16UNC X 2.000""            ",ZINC PLATED [GR.5]            ,P,6,182630                   ,HEX.HD.CAP SCREW-FULL THD.    ,M10-1.50 X 50MM               ,[SS.316]                      ,P
12812,24105998                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.250""            ",[SS.304]                      ,P,2,161555                   ,HEX.SOC.CAP SCREW             ,M12-1.75 X 30MM               ,ZINC PLATED [CL8.8]           ,P
12814,24105998                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.250""            ",[SS.304]                      ,P,4,185691                   ,HEX.SOC.CAP SCREW             ,M12-1.75 X 30MM               ,[SS.304]                      ,B
12820,24105999                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 1.000""             ",[SS.304]                      ,P,4,185756                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 25MM                ,[SS.304]                      ,B
12830,24106017                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.500""            ",[SS.304]                      ,P,2,24102253                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 90MM               ,ZINC PLATED [CL8.8]           ,P
12832,24106017                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 3.500""            ",[SS.304]                      ,P,4,185550                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 90MM               ,[SS.304]                      ,B
12836,24106018                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.000""            ",[SS.304]                      ,P,2,24101208                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 50MM               ,ZINC PLATED [CL8.8]           ,B
12838,24106018                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.000""            ",[SS.304]                      ,P,4,107229                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 50MM               ,[SS.304]                      ,P
12840,24106018                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 2.000""            ",[SS.304]                      ,P,6,182637                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 50MM               ,[SS.316]                      ,P
12860,24106033                 ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 2.000""            ",ZINC PLATED [GR.5]            ,P,2,185481                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,B
12862,24106033                 ,HEX.HD.CAP SCREW-FULL THD.    ,"1/2-13UNC X 2.000""            ",ZINC PLATED [GR.5]            ,P,4,185621                   ,HEX.HD.CAP SCREW-FULL THD.    ,M12-1.75 X 50MM               ,[SS.304]                      ,B
12866,24106038                 ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 2.750""            ",ZINC PLATED [GR.5]            ,P,2,142923                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 70MM               ,ZINC PLATED [CL8.8]           ,P
12870,24106038                 ,HEX.HD.CAP SCREW              ,"3/4-10UNC X 2.750""            ",ZINC PLATED [GR.5]            ,P,6,182657                   ,HEX.HD.CAP SCREW              ,M20-2.50 X 70MM               ,[SS.316]                      ,P
12944,24106216                 ,SQ.HD.SET SCREW CUP POINT     ,"1/2-13UNC X 2.000""            ",ZINC PLATED                   ,P,2,113543                   ,SQ.HD.SET SCREW CUP POINT     ,M12-1.75 X 50MM               ,ZINC PLATED                   ,B
13028,24106838                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 0.750""           ",ZINC PLATED [A574]            ,P,2,24104591                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
13030,24106838                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 0.750""           ",ZINC PLATED [A574]            ,P,4,24104807                 ,HEX.SOC.CAP SCREW             ,M10-1.50 X 20MM               ,[SS.304]                      ,P
13040,24106862                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P,2,24104326                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 35MM                ,ZINC PLATED [CL8.8]           ,P
13042,24106862                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P,4,24104776                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 35MM                ,[SS.304]                      ,P
13044,24106862                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P,6,182671                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 35MM                ,[SS.316]                      ,P
13118,24107035                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-24UNF                     ,ZINC PLATED [GR.2]            ,B,2,300596                   ,HEX.NYLON INSERT LOCKNUT      ,M10-1.25                      ,ZINC PLATED [CL8.8]           ,P
13122,24107035                 ,HEX.NYLON INSERT LOCKNUT      ,3/8-24UNF                     ,ZINC PLATED [GR.2]            ,B,6,182685                   ,HEX.NYLON INSERT LOCKNUT      ,M10-1.25                      ,[SS.316]                      ,P
13124,24107048                 ,HEX.HD.CAP SCREW              ,"1-8UNC X 2.500""               ",ZINC PLATED [GR.5]            ,B,2,108682                   ,HEX.HD.CAP SCREW              ,M24-3.00 X 60MM               ,ZINC PLATED [CL8.8]           ,B
13134,24107049                 ,HEX.SOC.FH.CAP SCREW          ,"1/2-13UNC X 3.000""            ",ZINC PLATED [A574]            ,P,6,158737                   ,HEX.SOC.FH.CAP SCREW          ,M12-1.75 X 75MM               ,[SS.316]                      ,P
13136,24107075                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 4.500""           ",ZINC PLATED [GR.5]            ,B,2,116364                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 120MM               ,ZINC PLATED [CL8.8]           ,P
13138,24107075                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 4.500""           ",ZINC PLATED [GR.5]            ,B,4,185598                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 120MM               ,[SS.304]                      ,B
13150,24107112                 ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 6.000""            ",ZINC PLATED [GR.5]            ,P,4,215564                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 150MM              ,[SS.304]                      ,B
13190,24107353                 ,HEX.SOC.SET SCREW CUP POINT   ,"1/2-13UNC X 2.000""            ",ZINC PLATED [A574]            ,P,2,123399                   ,HEX.SOC.SET SCREW CUP POINT   ,M12-1.75 X 50MM               ,ZINC PLATED [CL8.8]           ,P
13214,24107431                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.304]                      ,P,2,24102479                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,ZINC PLATED [CL8.8]           ,P
13216,24107431                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.304]                      ,P,4,118415                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,[SS.304]                      ,P
13218,24107431                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.500""            ",[SS.304]                      ,P,6,182644                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 35MM               ,[SS.316]                      ,P
13244,24107663                 ,HEX.SOC.SET SCREW CUP POINT   ,"5/16-18UNC X 0.500""           ",ZINC PLATED  [A574]           ,P,2,24101514                 ,HEX.SOC.SET SCREW CUP POINT   ,M8-1.25 X 12MM                ,ZINC PLATED [CL8.8]           ,B
13274,24109036                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.250""            ",ZINC PLATED [GR.5]            ,B,2,24100222                 ,HEX.HD.CAP SCREW              ,M10-1.25 X 30MM               ,ZINC PLATED [CL8.8]           ,P
13278,24109036                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.250""            ",ZINC PLATED [GR.5]            ,B,6,182631                   ,HEX.HD.CAP SCREW              ,M10-1.25 X 30MM               ,[SS.316]                      ,P
13280,24109046                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.000""            ",ZINC PLATED [A574]            ,P,2,24104594                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 25MM               ,ZINC PLATED [CL8.8]           ,P
13282,24109046                 ,HEX.SOC.CAP SCREW             ,"1/2-13UNC X 1.000""            ",ZINC PLATED [A574]            ,P,4,24104790                 ,HEX.SOC.CAP SCREW             ,M12-1.75 X 25MM               ,[SS.304]                      ,P
13286,24109053                 ,THREADED ROD                  ,1/2-20UNF                     ,ZINC PLATED [GR.5]            ,P,2,24102478                 ,THREADED ROD                  ,M12-1.25                      ,ZINC PLATED [CL8.8]           ,P
13316,24109071                 ,HEX.SOC.BUT.HD.CAP SCREW      ,"1/4-20UNC X 0.500""            ",ZINC PLATED                   ,P,2,166694                   ,HEX.SOC.BUT.HD.CAP SCREW      ,M6-1.00 X 12MM                ,ZINC PLATED                   ,B
13334,24109077                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 4.250""            ",ZINC PLATED [GR.5]            ,P,2,24104505                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 110MM              ,ZINC PLATED [CL8.8]           ,P
13336,24109077                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 4.250""            ",ZINC PLATED [GR.5]            ,P,4,118177                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 110MM              ,[SS.304]                      ,P
13340,24109078                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.500""            ",ZINC PLATED [GR.5]            ,B,2,118009                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 140MM              ,ZINC PLATED [CL8.8]           ,P
13342,24109078                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 5.500""            ",ZINC PLATED [GR.5]            ,B,4,118010                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 140MM              ,[SS.304]                      ,P
13346,24109079                 ,HEX.NYLON INSERT LOCKNUT      ,9/16-12UNC                    ,ZINC PLATED [GR.2]            ,P,2,24101505                 ,HEX.NYLON INSERT LOCKNUT      ,M14-2.00                      ,ZINC PLATED [CL8.8]           ,B
13352,24109098                 ,HEX.SOC.FH.CAP SCREW          ,"#4-40UNC X 0.500""             ",ZINC PLATED [A574]            ,P,2,133795                   ,HEX.SOC.FH.CAP SCREW          ,M3-0.50 X 12MM                ,ZINC PLATED [CL8.8]           ,B
13395,24104997                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 2.500""            ",ZINC PLATED [A574]            ,P,2,182485                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 60MM                ,ZINC PLATED [CL8.8]           ,P
13449,24105013                 ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.625""             ",ZINC PLATED [A574]            ,B,2,24101949                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 16MM                ,ZINC PLATED                   ,P
13451,24105013                 ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.625""             ",ZINC PLATED [A574]            ,B,4,24104709                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 16MM                ,[SS.304]                      ,P
13453,24105013                 ,HEX.SOC.CAP SCREW             ,"#6-32UNC X 0.625""             ",ZINC PLATED [A574]            ,B,6,182694                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 16MM                ,[SS.316]                      ,P
13455,24105014                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 1.750""           ",ZINC PLATED [A574]            ,P,2,113497                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 45MM               ,ZINC PLATED [CL8.8]           ,P
13457,24105014                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 1.750""           ",ZINC PLATED [A574]            ,P,4,118797                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 45MM               ,[SS.304]                      ,P
13461,24105015                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 2.000""           ",ZINC PLATED [A574]            ,P,2,116105                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 50MM               ,ZINC PLATED [CL8.8]           ,P
13463,24105015                 ,HEX.SOC.CAP SCREW             ,"7/16-14UNC X 2.000""           ",ZINC PLATED [A574]            ,P,4,119167                   ,HEX.SOC.CAP SCREW             ,M10-1.50 X 50MM               ,[SS.304]                      ,P
13547,24102196                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P,4,24104810                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 35MM                ,[SS.304]                      ,P
13549,24102196                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.500""           ",[SS.304]                      ,P,6,182707                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 35MM                ,[SS.316]                      ,P
13551,24102198                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.250""           ",[SS.304]                      ,P,2,24101467                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 30MM                ,ZINC PLATED [CL8.8]           ,P
13553,24102198                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.250""           ",[SS.304]                      ,P,4,185716                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 30MM                ,[SS.304]                      ,B
13557,24102200                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,2,24100398                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,ZINC PLATED [CL8.8]           ,B
13559,24102200                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,4,24104815                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,[SS.304]                      ,P
13561,24102200                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,6,158990                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 25MM                ,[SS.316]                      ,P
13563,24102201                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",[SS.304]                      ,P,2,24104346                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 12MM                ,ZINC PLATED [CL8.8]           ,P
13565,24102201                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.500""           ",[SS.304]                      ,P,4,185715                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 12MM                ,[SS.304]                      ,B
13569,24102202                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 2.000""           ",[SS.304]                      ,P,2,24101105                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 50MM                ,ZINC PLATED [CL8.8]           ,P
13571,24102202                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 2.000""           ",[SS.304]                      ,P,4,24104817                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 50MM                ,[SS.304]                      ,P
13575,24102205                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 3.500""           ",[SS.304]                      ,P,2,24104347                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 90MM                ,ZINC PLATED [CL8.8]           ,P
13577,24102205                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 3.500""           ",[SS.304]                      ,P,4,24104818                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 90MM                ,[SS.304]                      ,P
13587,24102207                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.750""           ",[SS.304]                      ,P,2,24104348                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 20MM                ,ZINC PLATED [CL8.8]           ,B
13589,24102207                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 0.750""           ",[SS.304]                      ,P,4,24104814                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 20MM                ,[SS.304]                      ,P
13593,24102208                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 4.000""           ",[SS.304]                      ,P,2,24104349                 ,HEX.SOC.CAP SCREW             ,M8-1.25 X 100MM               ,ZINC PLATED [CL8.8]           ,P
13595,24102208                 ,HEX.SOC.CAP SCREW             ,"5/16-18UNC X 4.000""           ",[SS.304]                      ,P,4,118591                   ,HEX.SOC.CAP SCREW             ,M8-1.25 X 100MM               ,[SS.304]                      ,P
13599,24103200                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.000""           ",[SS.304]                      ,P,6,182670                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 25MM                ,[SS.316]                      ,P
13601,24103209                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P,2,24100791                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,ZINC PLATED [CL8.8]           ,B
13603,24103209                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P,4,24104869                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.304]                      ,P
13605,24103209                 ,HEX.HD.CAP SCREW              ,"3/8-16UNC X 1.000""            ",[SS.304]                      ,P,6,182633                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 25MM               ,[SS.316]                      ,P
13607,24103210                 ,HEX.SOC.FH.CAP SCREW          ,"#10-32UNF X 0.500""            ",[SS.304]                      ,P,2,24104351                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,ZINC PLATED [CL8.8]           ,P
13609,24103210                 ,HEX.SOC.FH.CAP SCREW          ,"#10-32UNF X 0.500""            ",[SS.304]                      ,P,4,185757                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,[SS.304]                      ,B
13613,24103213                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.304]                      ,P,2,24104510                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,ZINC PLATED [CL8.8]           ,B
13615,24103213                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.304]                      ,P,4,24104925                 ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,[SS.304]                      ,P
13617,24103213                 ,HEX.HD.CAP SCREW              ,"1/2-13UNC X 1.000""            ",[SS.304]                      ,P,6,182642                   ,HEX.HD.CAP SCREW              ,M12-1.75 X 25MM               ,[SS.316]                      ,P
13625,24103217                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.750""             ",[SS.304]                      ,P,2,24104553                 ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,ZINC PLATED [CL8.8]           ,P
13627,24103217                 ,HEX.SOC.FH.CAP SCREW          ,"#6-32UNC X 0.750""             ",[SS.304]                      ,P,4,156566                   ,HEX.SOC.FH.CAP SCREW          ,M4-0.70 X 20MM                ,[SS.304]                      ,P
13631,24103218                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.500""            ",[SS.304]                      ,P,2,24104351                 ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,ZINC PLATED [CL8.8]           ,P
13633,24103218                 ,HEX.SOC.FH.CAP SCREW          ,"#10-24UNC X 0.500""            ",[SS.304]                      ,P,4,185757                   ,HEX.SOC.FH.CAP SCREW          ,M5-0.80 X 12MM                ,[SS.304]                      ,B
13637,24103220                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 0.750""            ",[SS.304]                      ,P,2,185069                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 20MM               ,ZINC PLATED [CL8.8]           ,B
13639,24103220                 ,HEX.SOC.FH.CAP SCREW          ,"3/8-16UNC X 0.750""            ",[SS.304]                      ,P,4,185736                   ,HEX.SOC.FH.CAP SCREW          ,M10-1.50 X 20MM               ,[SS.304]                      ,B
13643,24103223                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,[SS.304]                      ,P,2,24104331                 ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,ZINC PLATED [CL8.8]           ,B
13645,24103223                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,[SS.304]                      ,P,4,24104534                 ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,[SS.304]                      ,P
13647,24103223                 ,HEX.NYLON INSERT LOCKNUT      ,#10-24UNC                     ,[SS.304]                      ,P,6,182691                   ,HEX.NYLON INSERT LOCKNUT      ,M5-0.80                       ,[SS.316]                      ,P
13752,24102209                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.000""             ",[SS.304]                      ,P,2,24101453                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 25MM                ,ZINC PLATED [CL8.8]           ,P
13754,24102209                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.000""             ",[SS.304]                      ,P,4,24104819                 ,HEX.SOC.CAP SCREW             ,M4-0.70 X 25MM                ,[SS.304]                      ,P
13756,24102209                 ,HEX.SOC.CAP SCREW             ,"#8-32UNC X 1.000""             ",[SS.304]                      ,P,6,182696                   ,HEX.SOC.CAP SCREW             ,M4-0.70 X 25MM                ,[SS.316]                      ,P
13758,24102218                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.250""            ",[SS.304]                      ,P,2,24100222                 ,HEX.HD.CAP SCREW              ,M10-1.25 X 30MM               ,ZINC PLATED [CL8.8]           ,P
13762,24102218                 ,HEX.HD.CAP SCREW              ,"3/8-24UNF X 1.250""            ",[SS.304]                      ,P,6,182631                   ,HEX.HD.CAP SCREW              ,M10-1.25 X 30MM               ,[SS.316]                      ,P
13764,24102219                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.250""           ",[SS.304]                      ,P,2,24101201                 ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,ZINC PLATED [CL8.8]           ,B
13766,24102219                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 1.250""           ",[SS.304]                      ,P,4,185604                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 30MM                ,[SS.304]                      ,B
13770,24102220                 ,HEX.HD.CAP SCREW              ,"5/16-18UNC X 3.000""           ",[SS.304]                      ,P,2,185609                   ,HEX.HD.CAP SCREW              ,M8-1.25 X 75MM                ,ZINC PLATED [CL8.8]           ,B
13784,24102225                 ,HEX.HD.CAP SCREW              ,"5/8-11UNC X 6.000""            ",[SS.304]                      ,P,4,215564                   ,HEX.HD.CAP SCREW              ,M16-2.00 X 150MM              ,[SS.304]                      ,B
13788,24102226                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.500""           ",[SS.304]                      ,P,2,24104717                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,ZINC PLATED [CL8.8]           ,P
13790,24102226                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.500""           ",[SS.304]                      ,P,4,24106027                 ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,[SS.304]                      ,P
13792,24102226                 ,HEX.HD.CAP SCREW              ,"7/16-14UNC X 1.500""           ",[SS.304]                      ,P,6,182635                   ,HEX.HD.CAP SCREW              ,M10-1.50 X 35MM               ,[SS.316]                      ,P
