,ITEMNO,SEARCHTEXT,TYPECONVERSION,ITEMCONVERTI,SEARCHTEXT_1,MATERIAL_1,MATERIAL_2,Unnamed: 0,material_jde
13754,24102209,[SS.304],4,24104819,[SS.304],SS304,SS304,42949.0,[SS.304]
13766,24102219,[SS.304],4,185604,[SS.304],SS304,SS304,41848.0,[SS.304]
13784,24102225,[SS.304],4,215564,[SS.304],SS304,SS304,41631.0,[SS.304]
13790,24102226,[SS.304],4,24106027,[SS.304],SS304,SS304,41497.0,[SS.304]
13796,24102227,[SS.304],4,24104850,[SS.304],SS304,SS304,101281.0,[SS.304]
13804,24103224,[SS.304],4,24104833,[SS.304],SS304,SS304,42468.0,[SS.304]
13810,24103225,[SS.304],4,24104836,[SS.304],SS304,SS304,42472.0,[SS.304]
13816,24103226,[SS.304],4,24104834,[SS.304],SS304,SS304,42431.0,[SS.304]
13822,24103227,[SS.304],4,24104834,[SS.304],SS304,SS304,42431.0,[SS.304]
13828,24103228,[SS.304],4,24104832,[SS.304],SS304,SS304,42437.0,[SS.304]
13834,24103229,[SS.304],4,24104884,[SS.304],SS304,SS304,42452.0,[SS.304]
13846,24103265,[SS.304],4,185747,[SS.304],SS304,SS304,43284.0,[SS.304]
13955,24102228,[SS.304],4,24104837,[SS.304],SS304,SS304,42462.0,[SS.304]
13967,24102230,[SS.304],4,24104784,[SS.304],SS304,SS304,41799.0,[SS.304]
14047,24103363,[SS.304],4,185665,[SS.304],SS304,SS304,42555.0,[SS.304]
14174,24102290,[SS.304],4,24104835,[SS.304],SS304,SS304,42442.0,[SS.304]
14186,24102292,[SS.304],4,24104924,[SS.304],SS304,SS304,41574.0,[SS.304]
14192,24102293,[SS.304],4,185550,[SS.304],SS304,SS304,41524.0,[SS.304]
14363,24102304,[SS.304],4,185823,[SS.304],SS304,SS304,86872.0,[SS.304]
14375,24102308,[SS.304],4,24104825,[SS.304],SS304,SS304,43363.0,[SS.304]
14393,24102346,[SS.304],4,185602,[SS.304],SS304,SS304,41831.0,[SS.304]
14399,24102347,[SS.304],4,24106071,[SS.304],SS304,SS304,41856.0,[SS.304]
14437,24103676,[SS.304],4,185590,[SS.304],SS304,SS304,41766.0,[SS.304]
14449,24103821,[SS.304],4,24104839,[SS.304],SS304,SS304,42285.0,[SS.304]
14568,24102380,ZINC PLATED,2,24104705,ZINC PLATED,ZINC,ZINC,43719.0,ZINC PLATED
14588,24102410,[SS.304],4,24104865,[SS.304],SS304,SS304,41652.0,[SS.304]
14638,24103998,[SS.304],4,24104923,[SS.304],SS304,SS304,41788.0,[SS.304]
14771,24102444,[SS.304],4,120887,[SS.304],SS304,SS304,42124.0,[SS.304]
14783,24102457,[SS.304],4,185617,[SS.304],SS304,SS304,41961.0,[SS.304]
14793,24102463,ZINC PLATED,2,24104609,ZINC PLATED,ZINC,ZINC,43727.0,ZINC PLATED
14984,24102505,[SS.304],4,24104847,[SS.304],SS304,SS304,101278.0,[SS.304]
15070,24104259,[SS.304],4,185749,[SS.304],SS304,SS304,43296.0,[SS.304]
15198,24102601,[SS.304],4,24104922,[SS.304],SS304,SS304,41494.0,[SS.304]
15204,24102602,[SS.304],4,24104866,[SS.304],SS304,SS304,41503.0,[SS.304]
15210,24102603,[SS.304],4,24104842,[SS.304],SS304,SS304,42251.0,[SS.304]
15216,24102604,[SS.304],4,24104849,[SS.304],SS304,SS304,101250.0,[SS.304]
15222,24102605,[SS.304],4,24104927,[SS.304],SS304,SS304,41785.0,[SS.304]
15228,24102608,[SS.304],4,24106027,[SS.304],SS304,SS304,41497.0,[SS.304]
15387,24102610,[SS.304],4,24104849,[SS.304],SS304,SS304,101250.0,[SS.304]
15417,24102644,[SS.304],4,24104922,[SS.304],SS304,SS304,41494.0,[SS.304]
15423,24102645,[SS.304],4,118876,[SS.304],SS304,SS304,41562.0,[SS.304]
15429,24102646,[SS.304],4,24104841,[SS.304],SS304,SS304,42259.0,[SS.304]
15589,24102647,[SS.304],4,24104846,[SS.304],SS304,SS304,101254.0,[SS.304]
15607,24102667,[SS.304],4,118623,[SS.304],SS304,SS304,41773.0,[SS.304]
15613,24102668,[SS.304],4,24104769,[SS.304],SS304,SS304,41488.0,[SS.304]
15625,24102726,[SS.304],4,24104785,[SS.304],SS304,SS304,41841.0,[SS.304]
15745,24102110,[SS.304],4,24104844,[SS.304],SS304,SS304,101275.0,[SS.304]
15769,24102120,[SS.304],4,117984,[SS.304],SS304,SS304,41594.0,[SS.304]
15775,24102122,[SS.304],4,209730,[SS.304],SS304,SS304,41540.0,[SS.304]
15820,24102785,[SS.304],4,24107418,[SS.304],SS304,SS304,42939.0,[SS.304]
15820,24102785,[SS.304],4,24107418,[SS.304],SS304,SS304,42940.0,[SS.304]
15826,24102786,[SS.304],4,24104837,[SS.304],SS304,SS304,42462.0,[SS.304]
15946,24102126,[SS.304],4,24104763,[SS.304],SS304,SS304,41545.0,[SS.304]
15958,24102129,[SS.304],4,185553,[SS.304],SS304,SS304,41542.0,[SS.304]
15964,24102130,[SS.304],4,24104873,[SS.304],SS304,SS304,42880.0,[SS.304]
15970,24102132,[SS.304],4,24104790,[SS.304],SS304,SS304,42876.0,[SS.304]
15976,24102134,[SS.304],4,24104788,[SS.304],SS304,SS304,42884.0,[SS.304]
15982,24102135,[SS.304],4,119178,[SS.304],SS304,SS304,43289.0,[SS.304]
15988,24102136,[SS.304],4,185713,[SS.304],SS304,SS304,43051.0,[SS.304]
15994,24102139,[SS.304],4,24104795,[SS.304],SS304,SS304,43041.0,[SS.304]
16003,24102822,[SS.304],4,118846,[SS.304],SS304,SS304,41803.0,[SS.304]
16039,24102855,[SS.304],4,118847,[SS.304],SS304,SS304,42094.0,[SS.304]
16083,24104420,[SS.304],4,24104981,[SS.304],SS304,SS304,43525.0,[SS.304]
16089,24104421,[SS.304],4,155884,[SS.304],SS304,SS304,41460.0,[SS.304]
16153,24102140,[SS.304],4,24104798,[SS.304],SS304,SS304,43030.0,[SS.304]
16165,24102144,[SS.304],4,185797,[SS.304],SS304,SS304,43566.0,[SS.304]
16171,24102145,[SS.304],4,185798,[SS.304],SS304,SS304,43576.0,[SS.304]
16183,24102147,[SS.304],4,24104802,[SS.304],SS304,SS304,42994.0,[SS.304]
16189,24102151,[SS.304],4,24104822,[SS.304],SS304,SS304,42981.0,[SS.304]
16254,24104440,[SS.304],4,149650,[SS.304],SS304,SS304,43267.0,[SS.304]
16272,24104490,[SS.304],4,185684,[SS.304],SS304,SS304,42840.0,[SS.304]
16361,24102158,[SS.304],4,24104804,[SS.304],SS304,SS304,42986.0,[SS.304]
16373,24102162,[SS.304],4,24104799,[SS.304],SS304,SS304,43000.0,[SS.304]
16379,24102164,[SS.304],4,24104809,[SS.304],SS304,SS304,42838.0,[SS.304]
16385,24102165,[SS.304],4,24106080,[SS.304],SS304,SS304,42852.0,[SS.304]
16391,24102169,[SS.304],4,24104807,[SS.304],SS304,SS304,42835.0,[SS.304]
16403,24102179,[SS.304],4,185755,[SS.304],SS304,SS304,43320.0,[SS.304]
16416,24102974,ZINC PLATED,2,24104620,ZINC PLATED,ZINC,ZINC,86873.0,ZINC PLATED
16442,24103039,[SS.304],4,156566,[SS.304],SS304,SS304,43326.0,[SS.304]
16448,24103041,[SS.304],4,118026,[SS.304],SS304,SS304,41510.0,[SS.304]
16454,24103042,[SS.304],4,117619,[SS.304],SS304,SS304,41579.0,[SS.304]
16580,24102186,[SS.304],4,24104838,[SS.304],SS304,SS304,42298.0,[SS.304]
16586,24102187,[SS.304],4,24104885,[SS.304],SS304,SS304,42279.0,[SS.304]
16592,24102188,[SS.304],4,24104840,[SS.304],SS304,SS304,42309.0,[SS.304]
16598,24102191,[SS.304],4,24104929,[SS.304],SS304,SS304,42269.0,[SS.304]
16604,24102192,[SS.304],4,24104804,[SS.304],SS304,SS304,42986.0,[SS.304]
16617,24103079,ZINC PLATED,2,185800,ZINC PLATED,ZINC,ZINC,43686.0,ZINC PLATED
16635,24103121,ZINC PLATED,2,181733,ZINC PLATED,ZINC,ZINC,77947.0,ZINC PLATED
16643,24103135,[SS.304],4,118026,[SS.304],SS304,SS304,41510.0,[SS.304]
16655,24103154,[SS.304],4,185662,[SS.304],SS304,SS304,42541.0,[SS.304]
16661,24103200,[SS.304],4,24104773,[SS.304],SS304,SS304,41844.0,[SS.304]
